Company Names,Cars Names,Engines,CC/Battery Capacity (cc),HorsePower (hp),Total Speed (km/h),Performance 0-100 (sec),Cars Prices (USD),Fuel Types,Seats,Torque (Nm)
VOLKSWAGEN,UP! E-UP!,ELECTRIC,32.3,83.0,130.0,11.9,23000.0,ELECTRIC,4,210.0
VOLKSWAGEN,AMAROK V8,4.0L V8 TURBO DIESEL,3996.0,310.0,210.0,7.4,70000.0,DIESEL,5,580.0
VOLKSWAGEN,GOLF R CABRIOLET,2.0L I4 TURBO,1984.0,265.0,250.0,5.9,45000.0,PETROL,4,380.0
VOLKSWAGEN,PASSAT ALLTRACK TDI,2.0L DIESEL I4,1968.0,190.0,220.0,8.0,40000.0,DIESEL,5,400.0
VOLKSWAGEN,ID. BUZZ CARGO EV,ELECTRIC,77.0,204.0,145.0,10.2,55000.0,ELECTRIC,2,310.0
NISSAN,VERSA,1.6L INLINE-4,1598.0,122.0,180.0,10.4,16700.0,PETROL,5,154.0
NISSAN,MICRA,1.0L TURBOCHARGED INLINE-3,999.0,100.0,175.0,10.8,15500.0,PETROL,5,160.0
NISSAN,PATROL PLATINUM,5.6L V8,5552.0,400.0,210.0,7.3,77000.0,PETROL,7,560.0
NISSAN,QASHQAI,1.3L TURBOCHARGED INLINE-4,1332.0,156.0,195.0,8.9,26000.0,PETROL,5,260.0
NISSAN,MURANO,3.5L V6,3498.0,260.0,210.0,7.5,39000.0,PETROL,5,325.0
NISSAN,MAXIMA PLATINUM,3.5L V6,3498.0,300.0,220.0,6.2,45000.0,PETROL,5,353.0
NISSAN,ARMADA,5.6L V8,5552.0,400.0,210.0,6.5,51000.0,PETROL,8,560.0
NISSAN,KICKS,1.6L INLINE-4,1598.0,122.0,180.0,10.7,20000.0,PETROL,5,154.0
NISSAN,X-TRAIL,1.5L TURBOCHARGED INLINE-3,1498.0,201.0,200.0,8.0,29000.0,HYBRID,5,305.0
NISSAN,Z (FAIRLADY Z),3.0L TWIN-TURBO V6,2997.0,400.0,250.0,4.5,40000.0,PETROL,2,475.0
NISSAN,ALMERA,1.0L TURBOCHARGED INLINE-3,999.0,100.0,185.0,10.7,14500.0,PETROL,5,160.0
NISSAN,SYLPHY,1.8L INLINE-4,1798.0,137.0,190.0,9.6,18000.0,PETROL,5,174.0
NISSAN,NOTE,1.2L INLINE-3 HYBRID,1198.0,109.0,170.0,11.5,16000.0,HYBRID,5,150.0
NISSAN,SUNNY,1.6L INLINE-4,1598.0,118.0,180.0,11.0,15000.0,PETROL,5,156.0
NISSAN,CUBE,1.8L INLINE-4,1798.0,122.0,175.0,10.6,14500.0,PETROL,5,171.0
NISSAN,JUKE,1.0L TURBOCHARGED INLINE-3,999.0,117.0,180.0,10.4,25000.0,PETROL,5,180.0
NISSAN,TERRANO,1.5L INLINE-4 DIESEL,1461.0,110.0,168.0,13.5,15500.0,DIESEL,5,248.0
NISSAN,MAGNITE,1.0L TURBOCHARGED INLINE-3,999.0,100.0,160.0,13.0,12000.0,PETROL,5,160.0
NISSAN,XTERRA,4.0L V6,3954.0,261.0,200.0,7.8,35000.0,PETROL,7,381.0
NISSAN,PATROL,5.6L V8,5552.0,400.0,210.0,7.3,77000.0,PETROL,7,560.0
NISSAN,GT-R NISMO,3.8L TWIN-TURBO V6,3799.0,600.0,330.0,2.9,220000.0,PETROL,2,652.0
NISSAN,370Z ROADSTER,3.7L V6,3696.0,332.0,250.0,5.5,41820.0,PETROL,2,366.0
NISSAN,ARIYA,DUAL ELECTRIC MOTORS,87.0,389.0,200.0,5.1,58950.0,ELECTRIC,5,600.0
NISSAN,PATROL ROYALE,5.6L V8,5552.0,400.0,210.0,6.6,85000.0,PETROL,7,560.0
NISSAN,INFINITI QX80*,5.6L V8,5552.0,400.0,210.0,6.5,70600.0,PETROL,7,560.0
NISSAN,TIIDA,1.6L INLINE-4,1598.0,126.0,190.0,10.1,14500.0,PETROL,5,154.0
NISSAN,PULSAR,1.2L TURBOCHARGED INLINE-4,1197.0,115.0,190.0,10.7,19000.0,PETROL,5,190.0
NISSAN,LATIO,1.5L INLINE-4,1498.0,102.0,175.0,11.5,13000.0,PETROL,5,139.0
NISSAN,BLUEBIRD SYLPHY,2.0L INLINE-4,1997.0,133.0,185.0,10.5,18500.0,PETROL,5,191.0
NISSAN,MARCH,1.2L INLINE-3,1198.0,79.0,170.0,13.7,12000.0,PETROL,5,106.0
NISSAN,ROGUE SPORT,2.0L INLINE-4,1997.0,141.0,190.0,9.8,24960.0,PETROL,5,199.0
NISSAN,X-TRAIL HYBRID,2.0L INLINE-4 HYBRID,1997.0,179.0,180.0,9.4,28500.0,HYBRID,5,207.0
NISSAN,PATHFINDER ROCK CREEK,3.5L V6,3498.0,284.0,190.0,7.4,42820.0,PETROL,7,351.0
NISSAN,ARMADA PLATINUM,5.6L V8,5552.0,400.0,210.0,6.5,65300.0,PETROL,8,560.0
NISSAN,TERRANO XL,1.6L INLINE-4,1598.0,104.0,165.0,12.5,14000.0,PETROL,5,145.0
NISSAN,GT-R50 BY ITALDESIGN,3.8L TWIN-TURBO V6,3799.0,720.0,315.0,2.5,1100000.0,PETROL,2,780.0
NISSAN,370Z NISMO,3.7L V6,3696.0,350.0,250.0,5.2,45790.0,PETROL,2,374.0
NISSAN,ARIYA E-4ORCE,DUAL ELECTRIC MOTORS,87.0,389.0,200.0,5.1,60000.0,ELECTRIC,5,600.0
NISSAN,PATROL NISMO,5.6L V8,5552.0,428.0,210.0,6.5,105000.0,PETROL,7,560.0
NISSAN,INFINITI Q60*,3.0L V6 TWIN-TURBO,2997.0,300.0,250.0,5.0,41750.0,PETROL,4,400.0
NISSAN,PRIMERA,2.0L INLINE-4,1998.0,140.0,200.0,9.6,20000.0,PETROL,5,190.0
NISSAN,SKYLINE,3.0L V6 TWIN-TURBO,2997.0,400.0,250.0,5.0,50000.0,PETROL,5,475.0
NISSAN,CEDRIC,2.0L INLINE-6,1998.0,150.0,190.0,10.5,22000.0,PETROL,5,190.0
NISSAN,GLORIA,2.5L V6,2498.0,210.0,210.0,8.6,30000.0,PETROL,5,250.0
NISSAN,STANZA,1.8L INLINE-4,1796.0,120.0,175.0,11.0,18500.0,PETROL,5,170.0
NISSAN,PATROL SUPER SAFARI,4.8L INLINE-6,4750.0,280.0,190.0,8.2,55000.0,PETROL,7,451.0
NISSAN,PATHFINDER HYBRID,2.5L INLINE-4 HYBRID,2488.0,250.0,190.0,7.7,42500.0,HYBRID,7,329.0
NISSAN,X-TERRA PRO-4X,2.5L INLINE-4,2498.0,190.0,175.0,10.8,40000.0,PETROL,7,240.0
NISSAN,ROGUE PLATINUM,1.5L TURBO INLINE-3,1497.0,201.0,180.0,8.2,38000.0,PETROL,5,300.0
NISSAN,QASHQAI TEKNA,1.3L TURBO HYBRID INLINE-4,1332.0,158.0,190.0,9.2,36000.0,HYBRID,5,270.0
NISSAN,GT-R V-SPEC,3.8L TWIN-TURBO V6,3799.0,600.0,330.0,2.8,175000.0,PETROL,2,652.0
NISSAN,SKYLINE NISMO,3.0L TWIN-TURBO V6,2997.0,420.0,270.0,4.7,55000.0,PETROL,5,475.0
NISSAN,ARIYA LOUNGE EDITION,DUAL ELECTRIC MOTORS,87.0,389.0,200.0,5.1,63000.0,ELECTRIC,5,600.0
NISSAN,PATROL TITANIUM,5.6L V8,5552.0,428.0,210.0,6.5,98000.0,PETROL,7,560.0
NISSAN,INFINITI FX50*,5.0L V8,5026.0,390.0,250.0,5.6,61750.0,PETROL,5,500.0
NISSAN,AVENIR,2.0L INLINE-4,1998.0,140.0,180.0,9.8,20000.0,PETROL,5,186.0
NISSAN,WINGROAD,1.8L INLINE-4,1798.0,125.0,175.0,10.8,18000.0,PETROL,5,168.0
NISSAN,PRESEA,1.8L INLINE-4,1838.0,115.0,170.0,11.5,17500.0,PETROL,5,161.0
NISSAN,LEOPARD,3.0L V6,2960.0,210.0,200.0,8.4,32000.0,PETROL,5,265.0
NISSAN,SUNNY NISMO EDITION,1.6L TURBO INLINE-4,1598.0,190.0,200.0,7.5,24000.0,PETROL,5,240.0
NISSAN,PALADIN,2.4L INLINE-4,2438.0,150.0,180.0,10.6,20000.0,PETROL,5,217.0
NISSAN,HARDBODY SUV,2.5L INLINE-4,2498.0,158.0,175.0,11.0,18500.0,PETROL,5,225.0
NISSAN,PATROL DESERT EDITION,5.6L V8,5552.0,428.0,210.0,6.5,95000.0,PETROL,7,560.0
NISSAN,PATHFINDER ARMADA,5.6L V8,5552.0,400.0,200.0,6.5,60000.0,PETROL,7,560.0
NISSAN,ROGUE MIDNIGHT EDITION,1.5L TURBO INLINE-3,1497.0,201.0,180.0,8.2,39000.0,PETROL,5,300.0
NISSAN,GT-R BLACK EDITION,3.8L TWIN-TURBO V6,3799.0,600.0,330.0,2.8,185000.0,PETROL,2,652.0
NISSAN,FAIRLADY Z HERITAGE,3.0L TWIN-TURBO V6,2997.0,400.0,250.0,4.2,48000.0,PETROL,2,475.0
NISSAN,SKYLINE GT-R R34,2.6L TWIN-TURBO INLINE-6,2568.0,276.0,250.0,5.6,70000.0,PETROL,4,392.0
NISSAN,ARIYA PREMIERE,DUAL ELECTRIC MOTORS,87.0,389.0,200.0,5.1,67000.0,ELECTRIC,5,600.0
NISSAN,INFINITI QX55*,2.0L VC-TURBO INLINE-4,1997.0,268.0,230.0,6.5,50000.0,PETROL,5,380.0
NISSAN,NV350 CARAVAN,2.5L INLINE-4 DIESEL,2488.0,129.0,155.0,12.5,28000.0,DIESEL,8,356.0
NISSAN,NAVARA,2.3L INLINE-4 DIESEL,2298.0,190.0,180.0,10.2,32000.0,DIESEL,5,450.0
NISSAN,TITAN XD,5.6L V8,5552.0,400.0,195.0,6.9,55000.0,PETROL,6,560.0
NISSAN,EVALIA,1.5L INLINE-4 DIESEL,1461.0,85.0,140.0,15.0,25000.0,DIESEL,7,200.0
NISSAN,CABSTAR,2.5L INLINE-4 DIESEL,2488.0,130.0,145.0,14.8,27000.0,DIESEL,3,350.0
NISSAN,CHERRY,1.4L INLINE-4,1397.0,67.0,145.0,14.0,14000.0,PETROL,5,110.0
NISSAN,LAUREL,2.8L INLINE-6 DIESEL,2825.0,94.0,160.0,12.5,22000.0,DIESEL,5,184.0
NISSAN,SILVIA,2.0L TURBO INLINE-4,1998.0,247.0,235.0,5.9,45000.0,PETROL,4,275.0
NISSAN,NX COUPE,2.0L INLINE-4,1998.0,140.0,200.0,9.0,22000.0,PETROL,4,180.0
NISSAN,AD WAGON,1.5L INLINE-4,1498.0,105.0,165.0,12.3,16000.0,PETROL,5,150.0
NISSAN,PATROL SUPER SAFARI Y61,4.8L INLINE-6,4750.0,280.0,190.0,8.2,58000.0,PETROL,7,451.0
NISSAN,PATHFINDER ROCK CREEK EDITION,3.5L V6,3498.0,284.0,195.0,7.2,44000.0,PETROL,7,351.0
NISSAN,TERRANO II,2.7L INLINE-4 DIESEL,2664.0,125.0,160.0,12.9,28000.0,DIESEL,5,278.0
NISSAN,MURANO CROSSCABRIOLET,3.5L V6,3498.0,260.0,195.0,7.6,47000.0,PETROL,4,325.0
NISSAN,X-TRAIL TEKNA,1.5L TURBO HYBRID,1497.0,204.0,190.0,8.0,43000.0,HYBRID,5,305.0
NISSAN,GT-R LM NISMO,3.0L TWIN-TURBO V6 HYBRID,3000.0,500.0,320.0,3.0,600000.0,HYBRID,2,650.0
NISSAN,SKYLINE 400R,3.0L TWIN-TURBO V6,2997.0,400.0,250.0,4.5,70000.0,PETROL,5,475.0
NISSAN,INFINITI G37*,3.7L V6,3696.0,328.0,250.0,5.5,42000.0,PETROL,5,365.0
NISSAN,PATROL BLACK EDITION,5.6L V8,5552.0,400.0,200.0,6.5,85000.0,PETROL,7,560.0
NISSAN,ARIYA EMPOWER+,DUAL ELECTRIC MOTORS,87.0,389.0,200.0,5.1,68000.0,ELECTRIC,5,600.0
NISSAN,DATSUN 510 (CLASSIC),1.6L INLINE-4,1595.0,96.0,175.0,10.2,25000.0,PETROL,4,135.0
NISSAN,200SX,2.0L TURBO INLINE-4,1998.0,200.0,240.0,7.2,30000.0,PETROL,4,265.0
NISSAN,300ZX,3.0L TWIN-TURBO V6,2960.0,300.0,250.0,5.9,50000.0,PETROL,4,384.0
NISSAN,R390 GT1 ROAD CAR,3.5L TWIN-TURBO V8,3495.0,550.0,354.0,3.3,1000000.0,PETROL,2,637.0
NISSAN,FIGARO,1.0L TURBO INLINE-4,987.0,76.0,170.0,12.8,20000.0,PETROL,4,103.0
NISSAN,HARDBODY TRUCK,2.4L INLINE-4,2389.0,134.0,160.0,10.6,25000.0,PETROL,5,206.0
NISSAN,ATLAS,3.0L INLINE-4 DIESEL,2999.0,130.0,130.0,18.0,35000.0,DIESEL,3,300.0
NISSAN,CLIPPER,660CC INLINE-3,659.0,48.0,110.0,18.5,10000.0,PETROL,4,62.0
NISSAN,NV200,2.0L INLINE-4,1998.0,131.0,140.0,14.0,28000.0,PETROL,7,188.0
NISSAN,VIOLET,1.8L INLINE-4,1770.0,85.0,155.0,13.8,18000.0,PETROL,5,130.0
NISSAN,BLUEBIRD Z,2.0L INLINE-4,1998.0,140.0,190.0,11.0,23000.0,PETROL,5,180.0
NISSAN,STANZA WAGON,2.4L INLINE-4,2389.0,138.0,160.0,12.0,22000.0,PETROL,7,205.0
NISSAN,180SX,2.0L TURBO INLINE-4,1998.0,205.0,240.0,6.8,35000.0,PETROL,4,275.0
NISSAN,SUNNY CALIFORNIA,1.6L INLINE-4,1597.0,110.0,170.0,11.0,18000.0,PETROL,5,140.0
NISSAN,PATROL WARRIOR,5.6L V8,5552.0,428.0,205.0,6.3,95000.0,PETROL,7,580.0
NISSAN,PATHFINDER ARMADA PLATINUM,5.6L V8,5552.0,400.0,190.0,6.8,70000.0,PETROL,7,560.0
NISSAN,ROGUE SPORT SL,2.0L INLINE-4,1998.0,141.0,190.0,9.0,32000.0,PETROL,5,195.0
NISSAN,X-TRAIL PLATINUM EDITION,1.5L TURBO HYBRID,1497.0,204.0,190.0,8.0,46000.0,HYBRID,5,305.0
NISSAN,QASHQAI E-POWER,1.5L HYBRID,1497.0,187.0,200.0,7.5,40000.0,HYBRID,5,330.0
NISSAN,GT-R EGOIST,3.8L TWIN-TURBO V6,3799.0,565.0,315.0,2.8,220000.0,PETROL,2,637.0
NISSAN,INFINITI M45*,4.5L V8,4494.0,325.0,250.0,5.8,50000.0,PETROL,5,451.0
NISSAN,SKYLINE 50TH ANNIVERSARY,3.0L TWIN-TURBO V6,2997.0,400.0,250.0,4.5,75000.0,PETROL,5,475.0
NISSAN,ARIYA DUAL MOTOR AWD,DUAL ELECTRIC MOTORS,87.0,389.0,200.0,5.1,70000.0,ELECTRIC,5,600.0
NISSAN,PATROL LEGEND EDITION,5.6L V8,5552.0,428.0,205.0,6.3,95000.0,PETROL,7,580.0
NISSAN,DATSUN 240Z (CLASSIC),2.4L INLINE-6,2393.0,151.0,210.0,8.0,45000.0,PETROL,2,198.0
NISSAN,100NX,1.6L INLINE-4,1597.0,110.0,185.0,9.6,18000.0,PETROL,4,135.0
NISSAN,CEDRIC SPECIAL EDITION,3.0L V6,2960.0,250.0,225.0,8.5,60000.0,PETROL,5,330.0
NISSAN,300ZX TURBO,3.0L TWIN-TURBO V6,2960.0,300.0,250.0,5.9,55000.0,PETROL,4,384.0
NISSAN,SILVIA S15 SPEC-R,2.0L TURBO INLINE-4,1998.0,250.0,240.0,5.6,35000.0,PETROL,4,300.0
NISSAN,NV400,2.3L INLINE-4 DIESEL,2298.0,135.0,150.0,15.0,40000.0,DIESEL,3,360.0
NISSAN,TITAN WARRIOR,5.6L V8,5552.0,400.0,180.0,7.0,55000.0,PETROL,5,560.0
NISSAN,CARAVAN COACH,2.5L INLINE-4 DIESEL,2498.0,127.0,140.0,14.0,30000.0,DIESEL,7,260.0
NISSAN,SERENA E-POWER,1.2L HYBRID,1198.0,134.0,160.0,12.0,35000.0,HYBRID,7,320.0
NISSAN,ELGRAND,3.5L V6,3498.0,280.0,200.0,8.5,50000.0,PETROL,7,344.0
NISSAN,DATSUN 510,1.6L INLINE-4,1595.0,96.0,175.0,10.2,25000.0,PETROL,4,135.0
NISSAN,PRAIRIE,2.0L INLINE-4,1998.0,120.0,175.0,11.0,18000.0,PETROL,5,170.0
NISSAN,PULSAR GTI-R,2.0L TURBO INLINE-4,1998.0,230.0,225.0,6.0,30000.0,PETROL,5,280.0
NISSAN,ALMERA TINO,1.8L INLINE-4,1769.0,114.0,180.0,12.5,15000.0,PETROL,5,160.0
NISSAN,LUCINO,1.6L INLINE-4,1597.0,115.0,185.0,10.5,12000.0,PETROL,5,150.0
NISSAN,RASHEEN,1.5L INLINE-4,1497.0,105.0,165.0,13.0,10000.0,PETROL,5,135.0
NISSAN,MISTRAL,2.7L TURBO DIESEL,2663.0,125.0,160.0,12.5,25000.0,DIESEL,7,260.0
NISSAN,PATROL Y60,4.2L INLINE-6,4169.0,155.0,160.0,12.0,45000.0,DIESEL,7,330.0
NISSAN,X-TRAIL GT,2.0L TURBO INLINE-4,1998.0,280.0,215.0,6.4,38000.0,PETROL,5,310.0
NISSAN,TERRANO REGULUS,3.3L V6,3275.0,170.0,175.0,10.0,28000.0,PETROL,5,290.0
NISSAN,PRESIDENT,4.5L V8,4494.0,280.0,210.0,7.5,70000.0,PETROL,5,400.0
NISSAN,CIMA,4.1L V8,4130.0,270.0,210.0,8.0,60000.0,PETROL,5,390.0
NISSAN,LEOPARD J. FERIE,3.0L V6 TURBO,2960.0,255.0,215.0,6.5,45000.0,PETROL,5,340.0
NISSAN,GLORIA GRAN TURISMO,3.0L V6 TURBO,2960.0,255.0,220.0,6.5,50000.0,PETROL,5,340.0
NISSAN,INFINITI Q45*,4.5L V8,4494.0,340.0,240.0,6.2,50000.0,PETROL,5,450.0
NISSAN,DATSUN 240Z,2.4L INLINE-6,2393.0,151.0,210.0,8.0,45000.0,PETROL,2,198.0
NISSAN,280ZX,2.8L INLINE-6,2753.0,145.0,205.0,9.5,35000.0,PETROL,2,210.0
NISSAN,SILVIA S13,1.8L TURBO INLINE-4,1809.0,175.0,215.0,6.8,20000.0,PETROL,4,230.0
NISSAN,200SX,2.0L TURBO INLINE-4,1998.0,200.0,225.0,7.0,25000.0,PETROL,4,260.0
NISSAN,NX COUPE,1.8L INLINE-4,1839.0,140.0,200.0,9.0,18000.0,PETROL,4,180.0
NISSAN,NV2500,4.0L V6,3954.0,261.0,160.0,10.0,36000.0,PETROL,2,385.0
NISSAN,NV3500,5.6L V8,5552.0,375.0,170.0,9.0,42000.0,PETROL,2,525.0
NISSAN,NT400 CABSTAR,3.0L INLINE-4 DIESEL,2953.0,150.0,140.0,15.0,35000.0,DIESEL,3,350.0
PORSCHE,PANAMERA,2.9L V6 TWIN TURBO,2894.0,330.0,270.0,5.6,88000.0,PETROL,4,450.0
PORSCHE,PANAMERA 4,2.9L V6 TWIN TURBO,2894.0,330.0,270.0,5.4,92000.0,PETROL,4,450.0
PORSCHE,PANAMERA 4S,2.9L V6 TWIN TURBO,2894.0,440.0,289.0,4.4,105000.0,PETROL,4,550.0
PORSCHE,PANAMERA TURBO S,4.0L V8 TWIN TURBO,3996.0,620.0,315.0,3.1,180000.0,PETROL,4,820.0
PORSCHE,PANAMERA GTS,4.0L V8 TWIN TURBO,3996.0,473.0,300.0,3.9,130000.0,PETROL,4,620.0
PORSCHE,PANAMERA PLATINUM EDITION,2.9L V6 TWIN TURBO,2894.0,330.0,270.0,5.4,102000.0,PETROL,4,450.0
PORSCHE,PANAMERA E-HYBRID,2.9L V6 + ELECTRIC MOTOR,17.9,455.0,280.0,4.4,115000.0,HYBRID (PETROL),4,700.0
PORSCHE,PANAMERA 4 E-HYBRID SPORT TURISMO,2.9L V6 + ELECTRIC MOTOR,17.9,455.0,280.0,4.4,120000.0,HYBRID (PETROL),4,700.0
PORSCHE,PANAMERA TURBO S E-HYBRID,4.0L V8 + ELECTRIC MOTOR,17.9,690.0,315.0,3.2,190000.0,HYBRID (PETROL),4,870.0
PORSCHE,PANAMERA 4 EXECUTIVE,2.9L V6 TWIN TURBO,2894.0,330.0,270.0,5.6,95000.0,PETROL,4,450.0
PORSCHE,CAYENNE,3.0L V6 TURBO,2995.0,335.0,245.0,5.9,80000.0,PETROL,5,450.0
PORSCHE,CAYENNE COUPE,3.0L V6 TURBO,2995.0,335.0,245.0,6.0,85000.0,PETROL,5,450.0
PORSCHE,CAYENNE S,2.9L V6 TWIN TURBO,2894.0,434.0,265.0,5.0,95000.0,PETROL,5,550.0
PORSCHE,CAYENNE TURBO,4.0L V8 TWIN TURBO,3996.0,541.0,286.0,4.0,130000.0,PETROL,5,770.0
PORSCHE,CAYENNE GTS,4.0L V8 TWIN TURBO,3996.0,453.0,270.0,4.5,110000.0,PETROL,5,620.0
PORSCHE,CAYENNE TURBO S E-HYBRID,4.0L V8 + ELECTRIC MOTOR,17.9,670.0,295.0,3.6,170000.0,HYBRID (PETROL),5,900.0
PORSCHE,MACAN,2.0L I4 TURBO,1984.0,261.0,232.0,6.2,60000.0,PETROL,5,400.0
PORSCHE,MACAN S,2.9L V6 TWIN TURBO,2894.0,375.0,259.0,4.8,75000.0,PETROL,5,520.0
PORSCHE,MACAN GTS,2.9L V6 TWIN TURBO,2894.0,434.0,272.0,4.5,85000.0,PETROL,5,550.0
PORSCHE,MACAN T,2.0L I4 TURBO,1984.0,261.0,232.0,6.2,65000.0,PETROL,5,400.0
PORSCHE,911 CARRERA,3.0L FLAT-6 TWIN TURBO,2981.0,379.0,293.0,4.2,110000.0,PETROL,4,450.0
PORSCHE,911 CARRERA S,3.0L TWIN-TURBO FLAT-6,2981.0,443.0,308.0,3.5,131300.0,PETROL,4,528.0
PORSCHE,911 CARRERA 4,3.0L TWIN-TURBO FLAT-6,2981.0,379.0,293.0,4.2,106500.0,PETROL,4,450.0
PORSCHE,911 CARRERA 4S,3.0L TWIN-TURBO FLAT-6,2981.0,443.0,306.0,3.4,113300.0,PETROL,4,528.0
PORSCHE,911 TARGA 4,3.0L TWIN-TURBO FLAT-6,2981.0,379.0,289.0,4.4,121300.0,PETROL,4,450.0
PORSCHE,911 TURBO,3.8L TWIN-TURBO FLAT-6,3745.0,572.0,320.0,2.7,197200.0,PETROL,4,750.0
PORSCHE,911 TURBO S,3.8L TWIN-TURBO FLAT-6,3745.0,640.0,330.0,2.6,230400.0,PETROL,4,800.0
PORSCHE,911 GT3,4.0L NATURALLY ASPIRATED FLAT-6,3996.0,502.0,318.0,3.4,161100.0,PETROL,2,469.0
PORSCHE,911 GT3 RS,4.0L NATURALLY ASPIRATED FLAT-6,3996.0,518.0,296.0,3.2,241300.0,PETROL,2,465.0
PORSCHE,911 DAKAR,3.0L TWIN-TURBO FLAT-6,2981.0,473.0,240.0,3.4,222000.0,PETROL,2,570.0
PORSCHE,TAYCAN,DUAL ELECTRIC MOTORS,79.2,402.0,230.0,5.4,86700.0,ELECTRIC,4,344.0
PORSCHE,TAYCAN 4S,DUAL ELECTRIC MOTORS,79.2,522.0,250.0,4.0,103800.0,ELECTRIC,4,640.0
PORSCHE,TAYCAN TURBO,DUAL ELECTRIC MOTORS,93.4,670.0,260.0,3.2,150900.0,ELECTRIC,4,850.0
PORSCHE,TAYCAN TURBO S,DUAL ELECTRIC MOTORS,93.4,750.0,260.0,2.8,185000.0,ELECTRIC,4,1050.0
PORSCHE,TAYCAN GTS,DUAL ELECTRIC MOTORS,93.4,590.0,250.0,3.5,132750.0,ELECTRIC,4,850.0
PORSCHE,TAYCAN CROSS TURISMO,DUAL ELECTRIC MOTORS,93.4,469.0,220.0,4.8,97700.0,ELECTRIC,5,500.0
PORSCHE,TAYCAN SPORT TURISMO,DUAL ELECTRIC MOTORS,79.2,509.0,240.0,4.1,104000.0,ELECTRIC,5,650.0
PORSCHE,718 CAYMAN,2.0L TURBOCHARGED FLAT-4,1988.0,300.0,275.0,4.9,63400.0,PETROL,2,380.0
PORSCHE,718 CAYMAN S,2.5L TURBOCHARGED FLAT-4,2497.0,350.0,285.0,4.4,75400.0,PETROL,2,420.0
PORSCHE,718 CAYMAN GT4,4.0L NATURALLY ASPIRATED FLAT-6,3995.0,414.0,302.0,4.2,100200.0,PETROL,2,420.0
PORSCHE,718 CAYMAN GT4 RS,4.0L NATURALLY ASPIRATED FLAT-6,3996.0,493.0,315.0,3.2,141700.0,PETROL,2,450.0
PORSCHE,718 BOXSTER,2.0L TURBO FLAT-4,1988.0,300.0,275.0,4.9,65500.0,PETROL,2,380.0
PORSCHE,718 BOXSTER T,2.0L TURBO FLAT-4,1988.0,300.0,275.0,4.7,69600.0,PETROL,2,380.0
PORSCHE,718 BOXSTER GTS,4.0L NATURALLY ASPIRATED FLAT-6,3995.0,394.0,293.0,4.3,90300.0,PETROL,2,430.0
PORSCHE,718 SPYDER,4.0L NATURALLY ASPIRATED FLAT-6,3995.0,414.0,301.0,4.1,98300.0,PETROL,2,420.0
PORSCHE,PANAMERA BASE,2.9L TWIN-TURBO V6,2894.0,325.0,265.0,5.6,92300.0,PETROL,4,450.0
PORSCHE,PANAMERA 4 E-HYBRID,2.9L TWIN-TURBO V6 + ELECTRIC MOTOR,2894.0,462.0,280.0,4.4,113300.0,HYBRID,4,700.0
PORSCHE,PANAMERA 4 SPORT TURISMO,2.9L TWIN-TURBO V6,2894.0,325.0,265.0,5.5,101400.0,PETROL,4,450.0
PORSCHE,PANAMERA TURBO S E-HYBRID SPORT TURISMO,4.0L TWIN-TURBO V8 + ELECTRIC MOTOR,3996.0,690.0,315.0,3.2,200200.0,HYBRID,4,870.0
PORSCHE,PANAMERA 4S E-HYBRID EXECUTIVE,2.9L TWIN-TURBO V6 + ELECTRIC MOTOR,2894.0,560.0,295.0,3.7,128900.0,HYBRID,4,750.0
PORSCHE,PANAMERA PLATINUM EDITION,2.9L TWIN-TURBO V6,2894.0,325.0,265.0,5.6,98300.0,PETROL,4,450.0
PORSCHE,PANAMERA GTS SPORT TURISMO,4.0L TWIN-TURBO V8,3996.0,473.0,300.0,3.9,136900.0,PETROL,4,620.0
PORSCHE,PANAMERA TURBO EXECUTIVE,4.0L TWIN-TURBO V8,3996.0,550.0,306.0,3.8,175200.0,PETROL,4,770.0
PORSCHE,PANAMERA TURBO S EXCLUSIVE SERIES,4.0L TWIN-TURBO V8,3996.0,570.0,310.0,3.8,290000.0,PETROL,4,800.0
PORSCHE,PANAMERA 4S,2.9L TWIN-TURBO V6,2894.0,443.0,289.0,4.1,105000.0,PETROL,4,550.0
PORSCHE,MACAN BASE,2.0L TURBO INLINE-4,1984.0,265.0,232.0,6.4,58000.0,PETROL,5,400.0
PORSCHE,MACAN T,2.0L TURBO INLINE-4,1984.0,265.0,233.0,6.2,63000.0,PETROL,5,400.0
PORSCHE,MACAN S,2.9L TWIN-TURBO V6,2894.0,375.0,259.0,4.6,70400.0,PETROL,5,520.0
PORSCHE,MACAN GTS,2.9L TWIN-TURBO V6,2894.0,434.0,272.0,4.3,82900.0,PETROL,5,550.0
PORSCHE,MACAN EV,DUAL ELECTRIC MOTORS,95.0,603.0,240.0,4.0,85000.0,ELECTRIC,5,750.0
PORSCHE,CAYENNE BASE,3.0L TURBOCHARGED V6,2995.0,335.0,245.0,5.9,72200.0,PETROL,5,450.0
PORSCHE,CAYENNE E-HYBRID,3.0L V6 + ELECTRIC MOTOR,2995.0,455.0,253.0,4.8,91000.0,HYBRID,5,700.0
PORSCHE,CAYENNE S COUPE,2.9L TWIN-TURBO V6,2894.0,434.0,263.0,4.7,94300.0,PETROL,4,550.0
PORSCHE,CAYENNE TURBO GT,4.0L TWIN-TURBO V8,3996.0,631.0,300.0,3.3,182150.0,PETROL,4,850.0
